stop_lat,stop_code,stop_lon,stop_url,stop_id,stop_desc,stop_name,location_type,zone_id
37.79596,15840,-122.41491,https://SFMTA.com/15840,5840,,Pacific Ave & Jones St,0,
37.797393,15849,-122.403582,https://SFMTA.com/15849,5849,,Pacific Ave & Montgomery St,0,
37.796209,15848,-122.411814,https://SFMTA.com/15848,5848,,Pacific Ave & Mason St,0,
37.7513,13748,-122.40907,https://SFMTA.com/13748,3748,,Bryant St & 25th St,0,
37.75111,13749,-122.40889,https://SFMTA.com/13749,3749,,Bryant St & 25th St,0,
37.752907,13746,-122.409086,https://SFMTA.com/13746,3746,,Bryant St & 24th St,0,
37.752728,13747,-122.409178,https://SFMTA.com/13747,3747,,Bryant St & 24th St,0,
37.75431,13744,-122.40919,https://SFMTA.com/13744,3744,,Bryant St & 23rd St,0,
37.75415,13745,-122.40932,https://SFMTA.com/13745,3745,,Bryant St & 23rd St,0,
37.75621,13742,-122.40942,https://SFMTA.com/13742,3742,,Bryant St & 22nd St,0,
37.75572,13743,-122.40949,https://SFMTA.com/13743,3743,,Bryant St & 22nd St,0,
37.75751,13740,-122.4095,https://SFMTA.com/13740,3740,,Bryant St & 21st St,0,
37.7574,13741,-122.40961,https://SFMTA.com/13741,3741,,Bryant St & 21st St,0,
37.772033,14620,-122.430347,https://SFMTA.com/14620,4620,,Fillmore St & Haight St,0,
37.776106,14621,-122.431197,https://SFMTA.com/14621,4621,,Fillmore St & Hayes St,0,
37.775598,14622,-122.431207,https://SFMTA.com/14622,4622,,Fillmore St & Hayes St,0,
37.792761,14623,-122.434556,https://SFMTA.com/14623,4623,,Fillmore St & Jackson St,0,
37.792386,14624,-122.434607,https://SFMTA.com/14624,4624,,Fillmore St & Jackson St,0,
37.805609,14625,-122.437207,https://SFMTA.com/14625,4625,,Fillmore St & Jefferson St,0,
37.799707,14626,-122.435952,https://SFMTA.com/14626,4626,,Fillmore St & Lombard St,0,
37.799595,14627,-122.436051,https://SFMTA.com/14627,4627,,Fillmore St & Lombard St,0,
37.77854,14628,-122.431687,https://SFMTA.com/14628,4628,,Fillmore St & Mcallister St,0,
37.778343,14629,-122.431762,https://SFMTA.com/14629,4629,,Fillmore St & Mcallister St,0,
